,Unnamed: 0,gameTime,label,position,team,visibility,url_local
11815,11815,1 - 06:33,BALL PLAYER BLOCK,393720,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11835,11835,1 - 06:46,CROSS,406880,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11836,11836,1 - 06:47,BALL PLAYER BLOCK,407120,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11849,11849,1 - 07:12,CROSS,432200,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11913,11913,1 - 08:06,SHOT,486080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12023,12023,1 - 09:44,CROSS,584680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12079,12079,1 - 10:25,CROSS,625840,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12161,12161,1 - 11:43,CROSS,703520,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12162,12162,1 - 11:44,BALL PLAYER BLOCK,704640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12254,12254,1 - 13:09,BALL PLAYER BLOCK,789800,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12444,12444,1 - 16:05,PLAYER SUCCESSFUL TACKLE,965960,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12531,12531,1 - 17:15,CROSS,1035240,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12655,12655,1 - 19:11,CROSS,1151680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12691,12691,1 - 20:02,BALL PLAYER BLOCK,1202280,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12708,12708,1 - 20:12,BALL PLAYER BLOCK,1212360,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12799,12799,1 - 22:27,FREE KICK,1347240,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12833,12833,1 - 22:58,CROSS,1378240,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12964,12964,1 - 24:57,PLAYER SUCCESSFUL TACKLE,1497160,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13005,13005,1 - 25:31,PLAYER SUCCESSFUL TACKLE,1531680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13045,13045,1 - 26:03,CROSS,1563720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13048,13048,1 - 26:04,SHOT,1564920,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13111,13111,1 - 27:11,SHOT,1631520,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13167,13167,1 - 27:56,PLAYER SUCCESSFUL TACKLE,1676400,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13176,13176,1 - 28:07,CROSS,1687040,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13182,13182,1 - 28:10,SHOT,1690400,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13234,13234,1 - 28:56,PLAYER SUCCESSFUL TACKLE,1736520,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13315,13315,1 - 30:05,PLAYER SUCCESSFUL TACKLE,1805560,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13326,13326,1 - 30:15,PLAYER SUCCESSFUL TACKLE,1815800,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13338,13338,1 - 30:22,SHOT,1822040,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13425,13425,1 - 31:44,PLAYER SUCCESSFUL TACKLE,1904080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13450,13450,1 - 31:58,BALL PLAYER BLOCK,1918720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13581,13581,1 - 34:19,BALL PLAYER BLOCK,2059400,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13616,13616,1 - 35:01,BALL PLAYER BLOCK,2101200,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13713,13713,1 - 36:43,PLAYER SUCCESSFUL TACKLE,2203240,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13725,13725,1 - 36:56,CROSS,2216360,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13902,13902,1 - 39:17,CROSS,2357480,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14086,14086,1 - 41:50,SHOT,2510920,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14165,14165,1 - 43:09,CROSS,2589360,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14207,14207,1 - 44:02,SHOT,2642840,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14209,14209,1 - 44:03,BALL PLAYER BLOCK,2643080,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14295,14295,1 - 45:17,CROSS,2717480,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14311,14311,1 - 45:31,PLAYER SUCCESSFUL TACKLE,2731160,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14337,14337,1 - 45:55,CROSS,2755080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14386,14386,1 - 46:47,PLAYER SUCCESSFUL TACKLE,2807320,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14391,14391,1 - 46:55,CROSS,2815800,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14396,14396,1 - 46:59,SHOT,2819680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14397,14397,1 - 47:00,BALL PLAYER BLOCK,2820520,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14413,14413,1 - 47:12,SHOT,2832680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14416,14416,1 - 47:13,BALL PLAYER BLOCK,2833440,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14441,14441,1 - 47:46,CROSS,2866720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14452,14452,1 - 47:54,BALL PLAYER BLOCK,2874600,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14561,14561,1 - 49:38,BALL PLAYER BLOCK,2978400,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14583,14583,1 - 50:05,CROSS,3005920,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14593,14593,1 - 50:16,CROSS,3016600,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14629,14629,1 - 50:47,CROSS,3047720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14632,14632,1 - 50:49,SHOT,3049720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14727,14727,1 - 52:06,CROSS,3126840,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14748,14748,1 - 52:31,CROSS,3151000,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14752,14752,1 - 52:34,CROSS,3154080,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14756,14756,1 - 52:36,SHOT,3156760,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14796,14796,1 - 53:22,BALL PLAYER BLOCK,3202640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14877,14877,1 - 54:57,CROSS,3297040,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14929,14929,1 - 55:42,CROSS,3342880,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14935,14935,1 - 55:49,CROSS,3349640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14958,14958,1 - 56:06,CROSS,3366560,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14959,14959,1 - 56:07,SHOT,3367680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15105,15105,1 - 58:18,CROSS,3498120,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15113,15113,1 - 58:24,CROSS,3504360,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15118,15118,1 - 58:27,SHOT,3507440,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15215,15215,1 - 60:19,CROSS,3619520,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15286,15286,1 - 61:40,CROSS,3700360,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15447,15447,1 - 63:57,SHOT,3837520,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15449,15449,1 - 63:58,BALL PLAYER BLOCK,3838160,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15450,15450,1 - 63:59,SHOT,3839400,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15451,15451,1 - 64:00,GOAL,3840680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15545,15545,1 - 65:44,SHOT,3944520,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15546,15546,1 - 65:46,GOAL,3946040,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15626,15626,1 - 67:11,CROSS,4031120,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15627,15627,1 - 67:11,BALL PLAYER BLOCK,4031760,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15721,15721,1 - 68:43,CROSS,4123320,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15722,15722,1 - 68:44,BALL PLAYER BLOCK,4124680,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15743,15743,1 - 68:58,CROSS,4138120,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15747,15747,1 - 69:00,SHOT,4140680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15774,15774,1 - 69:36,PLAYER SUCCESSFUL TACKLE,4176920,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15828,15828,1 - 70:39,SHOT,4239600,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15879,15879,1 - 71:27,PLAYER SUCCESSFUL TACKLE,4287920,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15915,15915,1 - 72:02,CROSS,4322600,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15917,15917,1 - 72:04,SHOT,4324760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
15973,15973,1 - 73:17,PLAYER SUCCESSFUL TACKLE,4397360,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16018,16018,1 - 74:04,FREE KICK,4444240,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16077,16077,1 - 74:53,CROSS,4493080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16078,16078,1 - 74:54,BALL PLAYER BLOCK,4494120,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16085,16085,1 - 75:01,CROSS,4501680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16095,16095,1 - 75:09,CROSS,4509120,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16119,16119,1 - 75:31,PLAYER SUCCESSFUL TACKLE,4531680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16157,16157,1 - 76:06,CROSS,4566560,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16159,16159,1 - 76:09,BALL PLAYER BLOCK,4569000,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16176,16176,1 - 76:30,CROSS,4590280,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16206,16206,1 - 76:55,BALL PLAYER BLOCK,4615800,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16207,16207,1 - 76:55,SHOT,4615480,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16241,16241,1 - 77:19,SHOT,4639600,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16327,16327,1 - 78:35,CROSS,4715040,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16336,16336,1 - 78:43,CROSS,4723200,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16385,16385,1 - 79:23,BALL PLAYER BLOCK,4763880,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16386,16386,1 - 79:23,CROSS,4763320,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16405,16405,1 - 79:48,CROSS,4788320,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16436,16436,1 - 80:11,BALL PLAYER BLOCK,4811960,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16489,16489,1 - 81:11,CROSS,4871600,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16509,16509,1 - 81:31,CROSS,4891440,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16527,16527,1 - 81:45,CROSS,4905760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16607,16607,1 - 82:44,SHOT,4964160,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16608,16608,1 - 82:45,BALL PLAYER BLOCK,4965240,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16648,16648,1 - 83:43,CROSS,5023160,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16649,16649,1 - 83:44,SHOT,5024960,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16651,16651,1 - 83:45,BALL PLAYER BLOCK,5025840,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16733,16733,1 - 85:04,BALL PLAYER BLOCK,5104960,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16736,16736,1 - 85:04,CROSS,5104080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16757,16757,1 - 85:26,CROSS,5126520,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16761,16761,1 - 85:28,SHOT,5128440,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16762,16762,1 - 85:29,BALL PLAYER BLOCK,5129080,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16764,16764,1 - 85:33,CROSS,5133040,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16778,16778,1 - 85:49,CROSS,5149480,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16781,16781,1 - 85:52,SHOT,5152680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16782,16782,1 - 85:53,BALL PLAYER BLOCK,5153680,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16785,16785,1 - 85:54,SHOT,5154520,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16805,16805,1 - 86:27,CROSS,5187280,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16809,16809,1 - 86:29,SHOT,5189640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16854,16854,1 - 87:07,CROSS,5227640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16903,16903,1 - 87:49,CROSS,5269120,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16934,16934,1 - 88:08,SHOT,5288760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16936,16936,1 - 88:09,BALL PLAYER BLOCK,5289440,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16955,16955,1 - 88:28,SHOT,5308880,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17032,17032,1 - 89:46,PLAYER SUCCESSFUL TACKLE,5386280,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17067,17067,1 - 90:18,BALL PLAYER BLOCK,5418480,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17077,17077,1 - 90:27,SHOT,5427520,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17078,17078,1 - 90:28,BALL PLAYER BLOCK,5428360,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17080,17080,1 - 90:29,SHOT,5429520,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17159,17159,1 - 92:03,FREE KICK,5523480,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17169,17169,1 - 92:15,CROSS,5535760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17374,17374,1 - 00:24,BALL PLAYER BLOCK,24600,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17431,17431,1 - 01:18,BALL PLAYER BLOCK,78280,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17511,17511,1 - 02:34,BALL PLAYER BLOCK,154520,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17512,17512,1 - 02:34,CROSS,154120,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17513,17513,1 - 02:35,SHOT,155600,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17515,17515,1 - 02:36,BALL PLAYER BLOCK,156440,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17532,17532,1 - 03:02,CROSS,182920,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17545,17545,1 - 03:15,CROSS,195520,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17546,17546,1 - 03:16,SHOT,196760,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17666,17666,1 - 05:48,CROSS,348480,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17671,17671,1 - 05:53,CROSS,353680,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17776,17776,1 - 07:31,BALL PLAYER BLOCK,451000,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17807,17807,1 - 08:00,BALL PLAYER BLOCK,480360,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17851,17851,1 - 08:40,BALL PLAYER BLOCK,520480,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
18161,18161,1 - 13:02,CROSS,782720,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
18180,18180,1 - 13:22,CROSS,802280,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
18183,18183,1 - 13:24,CROSS,804600,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
